      7038        50
      7038
         1         2        88       -16
         1         2        89       -16
         1         2        90       -16
         1         2        91       -16
         1         2        92       -16
         1         2        93       -16
         1         2       104       -16
         1         2       105       -16
         1         2       106       -16
         1         2       107       -16
         1         2       108       -16
         1         2       109       -16
         1         2       110       -16
         1         3        80       -16
         1         3        81       -16
         1         3        82       -16
         1         3        83       -16
         1         3        84       -16
         1         3        85       -16
         1         3        86       -16
         1         3        87       -16
         1         3        88       -16
         1         3        89       -16
         1         3        90       -16
         1         3        91       -16
         1         3        92       -16
         1         3        93       -16
         1         3        94       -16
         1         3        95       -16
         1         3       100       -16
         1         3       101       -16
         1         3       102       -16
         1         3       103       -16
         1         3       104       -16
         1         3       105       -16
         1         3       106       -16
         1         3       107       -16
         1         3       108       -16
         1         3       109       -16
         1         3       110       -16
         1         4        52       -16
         1         4        53       -16
         1         4        54       -16
         1         4        55       -16
         1         4        56       -16
         1         4        57       -16
         1         4        58       -16
         1         4        59       -16
         1         4        60       -16
         1         4        61       -16
         1         4        72       -16
         1         4        73       -16
         1         4        74       -16
         1         4        75       -16
         1         4        76       -16
         1         4        77       -16
         1         4        78       -16
         1         4        79       -16
         1         4        80       -16
         1         4        81       -16
         1         4        82       -16
         1         4        83       -16
         1         4        84       -16
         1         4        85       -16
         1         4        86       -16
         1         4        87       -16
         1         4        88       -16
         1         4        89       -16
         1         4        90       -16
         1         4        91       -16
         1         4        92       -16
         1         4        93       -16
         1         4        94       -16
         1         4        95       -16
         1         4        96       -16
         1         4        97       -16
         1         4        98       -16
         1         4        99       -16
         1         4       100       -16
         1         4       101       -16
         1         4       102       -16
         1         4       103       -16
         1         4       104       -16
         1         4       105       -16
         1         4       106       -16
         1         4       107       -16
         1         4       108       -16
         1         4       109       -16
         1         4       110       -16
         1         4       111       -16
         1         5        51       -16
         1         5        52       -16
         1         5        53       -16
         1         5        54       -16
         1         5        55       -16
         1         5        56       -16
         1         5        57       -16
         1         5        58       -16
         1         5        59       -16
         1         5        60       -16
         1         5        61       -16
         1         5        62       -16
         1         5        63       -16
         1         5        64       -16
         1         5        65       -16
         1         5        66       -16
         1         5        67       -16
         1         5        68       -16
         1         5        69       -16
         1         5        70       -16
         1         5        71       -16
         1         5        72       -16
         1         5        73       -16
         1         5        74       -16
         1         5        75       -16
         1         5        76       -16
         1         5        77       -16
         1         5        78       -16
         1         5        79       -16
         1         5        80       -16
         1         5        81       -16
         1         5        82       -16
         1         5        83       -16
         1         5        84       -16
         1         5        85       -16
         1         5        86       -16
         1         5        87       -16
         1         5        88       -16
         1         5        89       -16
         1         5        90       -16
         1         5        91       -16
         1         5        92       -16
         1         5        93       -16
         1         5        94       -16
         1         5        95       -16
         1         5        96       -16
         1         5        97       -16
         1         5        98       -16
         1         5        99       -16
         1         5       100       -16
         1         5       101       -16
         1         5       102       -16
         1         5       103       -16
         1         5       104       -16
         1         5       105       -16
         1         5       106       -16
         1         5       107       -16
         1         5       108       -16
         1         5       109       -16
         1         5       110       -16
         1         5       111       -16
         1         6        51       -16
         1         6        52       -16
         1         6        53       -16
         1         6        54       -16
         1         6        55       -16
         1         6        56       -16
         1         6        57       -16
         1         6        58       -16
         1         6        59       -16
         1         6        60       -16
         1         6        61       -16
         1         6        62       -16
         1         6        63       -16
         1         6        64       -16
         1         6        65       -16
         1         6        66       -16
         1         6        67       -16
         1         6        68       -16
         1         6        69       -16
         1         6        70       -16
